"identifiant","adresse","raison_sociale","nom","code_postal","code_insee","nom_commune","longitude","latitude"
"IDF9100596","Ile de France, avenue d'","SERC de l'Union Industrielle de Blanzy-Ouest","Centrale de chauffage","91380","91161","Chilly-Mazarin","2.31256167724547","48.6903107226767"
"IDF9100598","Libération, place de la","MAZARIN PRESSING","Pressing","91380","91161","Chilly-Mazarin","2.32036759460085","48.7025331706193"
"IDF9100641","Darblay, 7 avenue de (ex 1 quai de l'Apport Paris)","GMC (GRANDS MOULINS DE CORBEIL), ex SFM (Sté FRANCAISE DE MEUNERIE)",NULL,"91100","91174","Corbeil-Essonnes","2.4781664539996","48.6150026382242"
"IDF9100642","Apport Paris, 9 bis quai de l'","SMC (Sté D'ETUDE CONSTRUCTION MECANIQUE)",NULL,"91100","91174","Corbeil-Essonnes","2.47940048823206","48.615396899494"
"IDF9100643","Apport Paris, 45 quai de l'","CAC (COOPERATIVE AGRICOLE DE CORBEIL), ex PAPETERIE DES TARTARETS",NULL,"91100","91174","Corbeil-Essonnes","2.4747727916452","48.6188016814113"
"IDF9100644","Apport Paris, 78 quai de l'","UNIBETON, ex CICM (COMPTOIR INDUSTRIEL ET COMMERCIAL DE MATERIAUX)","Centrale à béton","91100","91174","Corbeil-Essonnes","2.47369156592659","48.6202058335882"
"IDF9100645","Barbusse, place Henri","SNCF (Sté NATIONALE DES CHEMINS DE FER FRANCAIS)",NULL,"91100","91174","Corbeil-Essonnes","2.47385446353166","48.6152956683682"
"IDF9100650","Bas - Vignons, 18 chemin des","ROUTE PLASTIQUE",NULL,"91100","91174","Corbeil-Essonnes","2.48395168088534","48.5947162076994"
"IDF9100656","Bourgoin, 1 quai Jacques","SEPC (Sté D'EXPLOITATION DU PORT DE CORBEIL)",NULL,"91100","91174","Corbeil-Essonnes","2.48688716880928","48.6105401417362"
"IDF9100657","Bourgoin, 46 quai Jacques","MALACRIDA C.","Fabrique de rectifieuses","91100","91174","Corbeil-Essonnes","2.48765263747715","48.6092740963849"
"IDF9100658","Bourgoin, 58-64 quai Jacques (ex n°32)","PERIODIC BROCHAGE, ex HELIO - CORBEIL, ex NEOGRAVURE, ex CRETE (Sté IMPRIMERIE CRETE)","Atelier de brochage de feuilles imprimées","91100","91174","Corbeil-Essonnes","2.48626938688008","48.6080140292781"
"IDF9100659","Bourgoin, 80 quai Jacques","MONOPRECIS","Fabrique de machines-outils","91100","91174","Corbeil-Essonnes","2.48967675250448","48.6061252982548"
"IDF9100660","Briand, 4 place Aristide","BONIFACIE, ex ALARY, ex OSTY, ex JOURDAIN","Station service","91100","91174","Corbeil-Essonnes","2.47803458570371","48.6116230919524"
"IDF9100661","Briand, 38 allée Aristide","CFI (COMPAGNIE FRANCAISE D'IMPRESSION)","Imprimerie","91100","91174","Corbeil-Essonnes","2.47450527680423","48.6098294003706"
"IDF9100662","Carnot, 82 avenue","SIMACA (Sté INDUSTRIELLE ET COMMERCIALE D'AUTOMOBILES ET DE MATERIEL AGRICOLE)",NULL,"91100","91174","Corbeil-Essonnes","2.48181881081249","48.607483521304"
"IDF9100664","Bourgoin, 54 quai Jacques (ex n°28)","LAITERIE DES BAS VIGNONS","Industrie laitière","91100","91174","Corbeil-Essonnes","2.4753581083592","48.6048444352646"
"IDF9100724","Kennedy, 110 Bd John","ESSONNE - AUTO OCCASION, ex GARAGE MAZIERE","Garage","91100","91174","Corbeil-Essonnes","2.47638648944965","48.5846008397637"
"IDF9100725","Kennedy, 119 Bd John (RN7)","AXIAL EXPRESS, ex LACROIX AUTOMOBILES, ex CORBEIL AUTOS","Garage","91100","91174","Corbeil-Essonnes","2.47715052440553","48.5852856767821"
"IDF9100726","Kennedy, 147-149 Bd John","CABINET BILLY",NULL,"91100","91174","Corbeil-Essonnes","2.47728915477979","48.5864541244166"
"IDF9100727","Kennedy, 163-167 Bd John (RN 7)","ELF - FRANCE, ex ANTAR","Station service","91100","91174","Corbeil-Essonnes","2.47659432695478","48.5813632529832"
"IDF9100691","Feray, 103 rue","Garage HYUNDAI, ex BERNARD J.M","Garage","91100","91174","Corbeil-Essonnes","2.47034142793749","48.6049673279368"
"IDF9100728","Kennedy, 182 Bd John (ex 164 route Nationale, RN7)","IMPERATOR Automobiles, ex DEFRANCE P., ex BALLOFET Georges","Garage","91100","91174","Corbeil-Essonnes","2.47659486407926","48.5801624084106"
"IDF9100670","Briand, allée Aristide (ex allée St Jean, rue d'Ambroise puis rue Croizat)","DIAMON SHAMROCH FRANCE, ex DOITTAU - SOPURA, ex DOITTAU, ex FERAY Ernest et Cie.","Fabrique de produits d'entretien","91100","91174","Corbeil-Essonnes","2.47017041838087","48.6069459018261"
"IDF9100729","Kennedy, 190 Bd john","ESPACE EUROPEEN, ex VACHON Gaston, ex SEILER Maurice","Garage","91100","91174","Corbeil-Essonnes","2.47645626598285","48.5789939546307"
"IDF9100730","Kennedy, 210 Bd John (RN 7)","BLANCHISSERIE St JEAN","Blanchisserie","91100","91174","Corbeil-Essonnes","2.47564317303223","48.5789050137543"
"IDF9100731","Kennedy, 224 Bd John","ALTIS (IBM), ex UPSYS (filiale des stés GAME et IBM) + Sté IBM FRANCE","Fabrique de composants électroniques","91100","91174","Corbeil-Essonnes","2.47520938464608","48.5706278015316"
"IDF9100741","Leclerc, 33 avenue du Général + 2 avenue du Président Carnot","BALKIS, ex GONTARD","Fabrique et conditionnement de crèmes glacées","91100","91174","Corbeil-Essonnes","2.47415653672505","48.6116982588927"
"IDF9100495","Trémerolles, hameau des","BRUN FERRINO, ex Sté DES PLAQUES ET POUDRES A SOUDER","Atelier de menuiserie","91680","91115","Bruyères-le-Châtel","2.1705414168003","48.5804092175361"
"IDF9100738","Lattre de Tassigny, 31 à 43 rue du Maréchal de","SCCE (Sté DE COMBUSTIBLES DE CORBEIL ESSONNES), ex Sté ESSONNAISE D'ETUDE ET d'APPLICATION DE LA CHALEUR","Compagnie de chauffage","91100","91174","Corbeil-Essonnes","2.46945704488122","48.6089520861482"
"IDF9100739","Lattre de Tassigny, 49 rue du Maréchal de","TYPOLINO","Imprimerie","91100","91174","Corbeil-Essonnes","2.46907917555672","48.6083074016771"
"IDF9100740","Lavoisier, 20 et 22 rue (en 1976, ex N°9 en 1956)","FRANCAISE DE LESSIVES (Sté), ex LAFACI (Sté de Fabrication de produits Chimiques), ex PETROCARBONE",NULL,"91100","91174","Corbeil-Essonnes","2.47503300493037","48.6043453888761"
"IDF9100493","Libération, 87 rue de la (D 116)","LEROUSSEAU, ex GIRARD, ex LE MAREC J-P, ex BELAIR","Garage","91680","91115","Bruyères-le-Châtel","2.18513236615847","48.591121890235"
"IDF9100503","Gaulle, rue Charles de","GAZ DE LIMOURS ET EXTENSIONS",NULL,"91440","91122","Bures-sur-Yvette","2.14245979627996","48.6987167784524"
"IDF9100492","Libération, 68 avenue de la (D 116)","EST THOMAZON, ex THOMAZON","Transports en commun","91680","91115","Bruyères-le-Châtel","2.18492741404373","48.5916521789592"
"IDF9100675","Dunant, 25 à 29 Bd Henri (N191, ex n°9-11)","MIGNON et FILS (SMF)","Station de vidange et curage","91100","91174","Corbeil-Essonnes","2.48192701200106","48.6022733652588"
"IDF9100530","RN 20; Bel Air, hameau du","RAVEL Jean-Marie","Station service, garage","91730","91132","Chamarande","2.20681816265709","48.5248826648109"
"IDF9100531","RN 20","SPI AVIA (Sté PETROLIERE D'IMPORTATION ""AVIA"")","Station service, garage","91730","91132","Chamarande","2.20591896371856","48.5218961084024"
"IDF9100676","Dunant, 29 Bd Dunant (N 191, ex N°9 et 11)","SAUTRAF",NULL,"91100","91174","Corbeil-Essonnes","2.48180396869755","48.6019228102534"
"IDF9100677","Dunant, 40 - 42 Bd Henri (N191)","TOTAL, CIE FRANCAISE DE RAFFINAGE","Station service","91100","91174","Corbeil-Essonnes","2.48153723661714","48.6034608852313"
"IDF9100678","Dunant, 59 Bd Henri Dunant (N191, ex °15 en 1985)","ESYS - MONTENAY",NULL,"91100","91174","Corbeil-Essonnes","2.48134221789078","48.5969594793681"
"IDF9100674","Delcourt, impasse","CAPOULADE ETS, ex CAPOULADE Alexis, ex Ent FICHOT",NULL,"91100","91174","Corbeil-Essonnes","2.46409231226107","48.6003432873742"
"IDF9100683","Essonne, quai de l'","BESSON ET LEPEU Antoine","Atelier de serrurerie","91100","91174","Corbeil-Essonnes","2.482882197125","48.6090076095011"
"IDF9100679","Dunant, 62 Bd Henri (N 191)","BP FRANCE, ex BP (Sté FRANCAISES DES PETROLES BP)","Station service","91100","91174","Corbeil-Essonnes","2.48040395031721","48.6007105815988"
"IDF9100680","Dunant, 76 Bd Henri","SHELL - BERRE","Station service","91100","91174","Corbeil-Essonnes","2.47962595156542","48.598676753621"
"IDF9100697","Corbeil, gare de","LUMIERE, Sté LA (Sté Populaire pour l'éclairage et le chauffage à domicile)",NULL,"91100","91174","Corbeil-Essonnes","2.47227419025376","48.6126896991895"
"IDF9100744","Huit Mai 1945, 33-35 avenue du (RN 446)","CITROEN EVRY CORBEIL AUTOMOBILES, ex CORBEIL ESSONNES AUTOMOBILES, ex GRIOLET Marcel","Garage","91100","91174","Corbeil-Essonnes","2.45810931812221","48.6099808908807"
"IDF9100745","Huit Mai 1945, 43 av. du (RN 446)","ESSONNE POIDS LOURDS, ex Sté NOUVELLE DU GRAND GARAGE, ex GRAND GARAGE FERAY","Garage","91100","91174","Corbeil-Essonnes","2.4528755013171","48.6102741021696"
"IDF9100746","Huit Mai 1945, 46 av. du (RN 446)","GRAND GARAGE FERAY (Sté NOUVELLE DU) ,ex GRAND GARAGE FERAY","Station service, garage","91100","91174","Corbeil-Essonnes","2.45209229672213","48.6117227065771"
"IDF9100747","Huit Mai 1945, 48 av. du (RN 446)","AUTO PIECE SERVICE","Fabrique de pièces pour automobiles","91100","91174","Corbeil-Essonnes","2.45074940012127","48.6115801744868"
"IDF9100692","Fontainebleau, 7 Bd de (RN7)","MICA (Sté CIVILE IMMOBILIERE)","Garage","91100","91174","Corbeil-Essonnes","2.47190026926393","48.5997497799888"
"IDF9100696","Freud, rue Sigmund (ex voie 81)","COMPAGNIE DES PETROLES ET GENERALE DE SERVICES, ex ELF FRANCE","Station service","91100","91174","Corbeil-Essonnes","2.44901439567077","48.6068897534242"
"IDF9100693","Fontainbleau, 33-35 Bd de (RN 7, ex 21 Bd de Fontainebleau)","VOLKSWAGEN V.A.G, ex FRANCE EUROPE AUTOMOBILE, ex GARAGE AUTOMOBILE CARNOT (SAGAC)","Garage","91100","91174","Corbeil-Essonnes","2.47325642220132","48.5987741276875"
"IDF9100694","Fontainbleau, 40 Bd de (RN 7)","DARDE Diffusion, ex SUPERMARCHE DE LA PIECE AUTOMOBILE, ex PIANEGONDA Marius, ex TAREL FRERES","Commerce de pièces automobiles","91100","91174","Corbeil-Essonnes","2.472654573242","48.5979233850442"
"IDF9100748","Minerva, 5 impasse","MINERVA TL, ex GIMENEZ, ex Sté NOUVELLE DES ISOLANTS ET BOUGIES POGNON",NULL,"91100","91174","Corbeil-Essonnes","2.46946838601959","48.6029899742774"
"IDF9100616","Mazarin, 6 avenue","CFR TOTAL","Station service","91380","91161","Chilly-Mazarin","2.31960655214508","48.703171534512"
"IDF9100617","Mazarin, 36 avenue de, Résidence ""Bel Abord""","SOPAREC, ex EXPLOITATION DE CHAUFFAGE, ex KISTER ET CETAH, ex KISTER, ex MAUGEIN Charles",NULL,"91380","91161","Chilly-Mazarin","2.31912910104636","48.708504110109"
"IDF9100622","Parc, avenue du","DEUX CHIENS, Collège les","Collège","91380","91161","Chilly-Mazarin","2.30899509096555","48.7043114664112"
"IDF9100532","CR N°2 dit Bois Ferrand","THERMOPLASTES ""X"", ex DRESCHMOTEUR","Fabrique de chaussures","91730","91132","Chamarande","2.20768269514415","48.5256120502215"
"IDF9100541","Chemin blanc, rue du","EXLOG SAMEGA SNC, ex SAMEGA",NULL,"91160","91136","Champlan","2.29192899371526","48.7059066504271"
"IDF9100609","Mares Juliennes, rue des","POMONA Surgelés",NULL,"91380","91161","Chilly-Mazarin","2.31657195421666","48.7149514184875"
"IDF9100610","Mares Juliennes, rue des","STP, ex SOTRAB",NULL,"91380","91161","Chilly-Mazarin","2.31806656376323","48.7155362033071"
"IDF9100611","Mares Juliennes, rue des","DIAPAR",NULL,"91380","91161","Chilly-Mazarin","2.31267247807465","48.7135657733501"
"IDF9100612","Mares Juliennes, rue des","SITA Ile de France, ex DEXEL",NULL,"91380","91161","Chilly-Mazarin","2.31021215380567","48.7148781461983"
"IDF9100619","Mouthon, 2 rue François","LABORATOIRE DE L'HEPATROL","Laboratoire","91380","91161","Chilly-Mazarin","2.31358912659881","48.7005176088054"
"IDF9100620","Mouthon, 42 rue François","LABORATOIRE D'ANALYSES MEDICALES, ex LE HOUARNER","Laboratoire","91380","91161","Chilly-Mazarin","2.31710641011203","48.7038725479999"
"IDF9100533","Beauvais, côte de (en bordure de la rue du télégraphe)","CHAMPCUEIL, commune de","Décharge d'ordures ménagères","91750","91135","Champcueil","2.43658667670786","48.5069200737575"
"IDF9100534","Hôpital Georges Clémenceau","HOPITAL GEORGES CLEMENCEAU","Hôpital","91750","91135","Champcueil","2.43163255426272","48.5207098258995"
"IDF9100535","Hôpital, carrefour de l' (D153)","GARAGE DE CHAMPCUEIL","Station service, garage","91750","91135","Champcueil","2.43715845419288","48.5221798648404"
"IDF9100537","Noisement, côte de (en bordure du C.V N°6 ou du chemin de la Beauce)","CHAMPCUEIL, commune de","Décharge d'ordures ménagères","91750","91135","Champcueil","2.45930871848976","48.5014574201749"
"IDF9100538","Moulin de la bretèche sur la rivière l'Yvette","PAPETERIE DE LA BRETECHE, ex Papetrie HACHETTE ET CIE","Papeterie","91160","91136","Champlan","2.2613845630443","48.706555858682"
"IDF9100539",NULL,"CHAMPLAN, DOM de la commune de","Décharge d'ordures ménagères","91160","91136","Champlan","2.27170134880826","48.7033878518126"
"IDF9100545","Mancelle, ruelle","CHAMPLAN, DOM de la commune de","Décharge d'ordures ménagères","91160","91136","Champlan","2.27755902179936","48.7017184366241"
"IDF9100546","Mancelle, ruelle","AFACEL","Fabrique de composants électroniques","91160","91136","Champlan","2.28666267876776","48.7005627902128"
"IDF9100547","Massy, chemin de","MOTTAIS",NULL,"91160","91136","Champlan","2.27050660650047","48.7129103952051"
"IDF9100549","Moulin par le bas, chemin du","SEFIC-ROCCHIA",NULL,"91160","91136","Champlan","2.26426647681652","48.7055685483179"
"IDF9100550","Moulin par le bas, 6 chemin du","LUCAS AEROSPACE, ex MESSIER -AUTO- INDUSTRIE",NULL,"91160","91136","Champlan","2.26316556905135","48.705819632238"
"IDF9100551",NULL,"SHELL - RVI, ex SHELL FRANCAISE","Station service","91160","91136","Champlan","2.26244012320537","48.7093802554906"
"IDF9100552",NULL,"SEVB","Centrale d'enrobage","91160","91136","Champlan","2.28494024758536","48.7107327185203"
"IDF9100536","Montils, rue des","MARIN Roger","Fabrique de cercueils","91750","91135","Champcueil","2.44833644626606","48.5144448919718"
"IDF9100540","Chemin blanc, rue du","SOPAD","Service annexe à l'agriculture","91160","91136","Champlan","2.28987818622866","48.7050425200811"
"IDF9100542","Chemin blanc, rue du","MOTTAIS Jean","Garage","91160","91136","Champlan","2.2925679741583","48.70546626219"
"IDF9100543","Chemin blanc, rue du","INSTITUT SCIENTIFIQUE D'HYGIENE ALIMENTAIRE",NULL,"91160","91136","Champlan","2.29126279473019","48.706382994778"
"IDF9100544","Jaurès, 27 rue de Jean","NEQUEL",NULL,"91160","91136","Champlan","2.28735445923123","48.7016422150547"
"IDF9100553","Paris, rue de","APAM BIAGI FRERES",NULL,"91160","91136","Champlan","2.2800625614609","48.7102987261139"
"IDF9100554","Paris, rue de","SREID - division chaînes",NULL,"91160","91136","Champlan","2.27416365345737","48.7116085418446"
"IDF9100555","Paris, 31 rue de","NOUVELLE CAILLETTE ET DONY,  ex CAILLETTE ET DONY","Garage","91160","91136","Champlan","2.27841936279951","48.7094795563523"
"IDF9100778","Strathkelvin, av. de (ex avenue du Général De Gaulle)","ELF","Station service","91100","91174","Corbeil-Essonnes","2.46505825317845","48.6175360727627"
"IDF9100753","Autoroute F6 (La francilienne 6).","PETROLES SHELL , ex SHELL FRANCAISE","Station service","91100","91174","Corbeil-Essonnes","2.44615163865664","48.6113598599922"
"IDF9100779","Strathkelvin, av. de","RUIZ Emile","Garage","91100","91174","Corbeil-Essonnes","2.46496953283587","48.6183887226177"
"IDF9100800","Bois de l'Epine, 11 av. du","MICO, ex CREMER - SOCEM, ex LYONNAISE ERELEC - SOCEM, ex SOCEM (Sté de Constructions et d'Etudes Electriques et Mécaniques)","Fabrique de mobiliers","91080","91182","Courcouronnes","2.40585982240015","48.6300959702109"
"IDF9100790","Julienne, chemin de la","MADEJ - CONTINFORM","Imprimerie, fabrique de caoutchouc","91830","91179","Le Coudray-Montceaux","2.47790598168418","48.5658494347134"
"IDF9100795","Plessis-Chenet, hameau du, (RN7)","CARTIER, ex MASSILLON Eugène","Station service, garage","91830","91179","Le Coudray-Montceaux","2.48097381451735","48.5678599281719"
"IDF9100629","Pascal, rue de Blaise (Lot N° 13)","AVERY",NULL,"91380","91161","Chilly-Mazarin","2.29918547314213","48.7045244355468"
"IDF9102030",NULL,"Pétrolière de Technique & d'investissement, ex sté AUXILLAIRE d'ENTREPRISE",NULL,"91470","91338","Limours","2.07897155898863","48.642026392865"
"IDF9103108","Adam, place Adolf","EPFD (Entreprise Parisienne de Fumisterie et de Désinfection), ex MOLLARD",NULL,"91160","91587","Saulx-les-Chartreux","2.27810476001194","48.6883106634828"
"IDF9103109","Adam, place Adolf","EPFD, ex LE MEUBLE EUROPEEN","Fabrique de meubles","91160","91587","Saulx-les-Chartreux","2.27813162606056","48.6885624718351"
"IDF9102029","Gare, 8-10 avenue de la + 3 avenue Roussin","JOINT LE VULCAIN, ex Ateliers de construction MOUZON & CI",NULL,"91470","91338","Limours","2.07399233307211","48.6444429973324"
"IDF9103110","Allende, avenue Salvador","PRADIER, ex DOM de la commune de LONGJUMEAU","Décharge d'ordures ménagères et de DIB","91160","91587","Saulx-les-Chartreux","2.28380225893985","48.694851143237"
"IDF9101361","Cachin, 125 boulevard Marcel","GARAGE TURBO CLG",NULL,"91430","91312","Igny","2.23301633811951","48.7317578973346"
"IDF9103111","Buhoterie, rue de la","TRAPINEX","Imprimerie","91160","91587","Saulx-les-Chartreux","2.26397949494336","48.6881945375902"
"IDF9103123","Leclerc, 3 avenue de l'Armée","COMPAGNIE GENERALE D'ENTREPRISE DE CHAUFFAGE",NULL,"91600","91589","Savigny-sur-Orge","2.33436221114464","48.6847648907357"
"IDF9103127","Bleuets, 40 avenue des","PINTON",NULL,"91600","91589","Savigny-sur-Orge","2.35419189788493","48.6881898620117"
"IDF9103129","Briand, 100 boulevard aristide","GERVAIS",NULL,"91600","91589","Savigny-sur-Orge","2.3572068887621","48.6875958572576"
"IDF9103130","Briand, 8 boulevard Aristide","LENOIR Georges, ex BALEZ",NULL,"91600","91589","Savigny-sur-Orge","2.34313524772148","48.6813475655135"
"IDF9103131","Briand, 10 boulevard Aristide","SARD (Automobile Réparations Dépannage), ex BONNEFOND Paul + JACOMELLI, ex LE GALLOU Albert","Garage","91600","91589","Savigny-sur-Orge","2.34331180632758","48.6814734532982"
"IDF9103133","Briand, 52 boulevard Aristide","MICHAUD, ex GUILBAUD, ex POITEVIN Pierre",NULL,"91600","91589","Savigny-sur-Orge","2.34841892524022","48.6856276702428"
"IDF9103134","Briand, 78 boulevard Aristide","PRESSING EXPRESS","Pressing","91600","91589","Savigny-sur-Orge","2.35362099689806","48.6868140696466"
"IDF9103135","Briand, 113 boulevard Aristide","OURAGAN, ex MAGASINS BERCY","Station service","91600","91589","Savigny-sur-Orge","2.35000816962718","48.6864818047923"
"IDF9103136","Briand, 155 boulevard Aristide","MOERMANN",NULL,"91600","91589","Savigny-sur-Orge","2.35295554852633","48.686994016677"
"IDF9103137","Briand, 161 boulevard Aristide","SARD + MERCIER, ex FRANCILIENNE DE CONFORT, ex SAVIGNY CHAUFFAGE SNC, ex SAVIGNY CARBURANT, ex 0SOBAL, ex BARNABE",NULL,"91600","91589","Savigny-sur-Orge","2.35400140349136","48.6871647276838"
"IDF9103138","Briand, 176 boulevard Aristide","CM AUTOMOBILES, ex GARAGE DES DEUX COMMUNES, ex DOUALLE, ex SESSOLO Frères",NULL,"91600","91589","Savigny-sur-Orge","2.36310344215593","48.6914255402218"
"IDF9103139","Briand, 275 boulevard Aristide","SESSOLO Frères",NULL,"91600","91589","Savigny-sur-Orge","2.36280476853504","48.6917223654331"
"IDF9101019","Perray - Vaucluse, Hôpital de","CENTRE HOSPITALIER SPECIALISE DE VAUCLUSE","Hôpital","91360","91216","Épinay-sur-Orge","2.31038943721272","48.663215384805"
"IDF9103122","Allemanne, 85 rue Jean","BAHUT Gérard, ex BAHUT, ex MAROCCO",NULL,"91600","91589","Savigny-sur-Orge","2.33925164834942","48.6899896403317"
"IDF9101021","Pont Rubeau, chemin du","TRANSPORTS MALGUY",NULL,"91360","91216","Épinay-sur-Orge","2.33214903836028","48.6792613116213"
"IDF9103143","Davout, 3 place","LACOU",NULL,"91600","91589","Savigny-sur-Orge","2.35269410574291","48.6760679825308"
"IDF9102031","Marché, 8 place du","MICHAUT A. & A. MARTIN","Atelier de traitement des métaux, menuiserie","91470","91338","Limours","2.07688705768891","48.6462302121361"
"IDF9103149","Foch, 3 avenue du Maréchal","PERIOLAT René",NULL,"91600","91589","Savigny-sur-Orge","2.36474815029636","48.6935384288264"
"IDF9103164","Péri, 4-6-8 avenue Gabriel","ORTEC SONOFI",NULL,"91600","91589","Savigny-sur-Orge","2.35719360923426","48.6883512425642"
"IDF9103153","Grande Rue, 4 bis","VIDEAU - Savigny Automobiles, ex BLONDEL","Garage","91600","91589","Savigny-sur-Orge","2.35436426251787","48.675959831367"
"IDF9103169","Saint Jacques, 134 avenue","CM AUTOMOBILES, ex FONDERIE GUILLEMINOT","Garage","91600","91589","Savigny-sur-Orge","2.35221029577763","48.6928033727544"
"IDF9103167","Rossays, chemin des","MAIRIE DE SAVIGNY-SUR-ORGE",NULL,"91600","91589","Savigny-sur-Orge","2.33801532104626","48.6705025850044"
"IDF9103185","Gaulle, 1 bis av. du Général de","CIEC (Chauffage des Immeubles et entretien des Chaufferies)","Compagnie de chauffage","91450","91600","Soisy-sur-Seine","2.45490348379149","48.6422048171574"
"IDF9101030","Près, voie des","DOM -Commune d'Epinay - sur - Orge",NULL,"91360","91216","Épinay-sur-Orge","2.32203512901412","48.6695573468731"
"IDF9101031","Tourelles, chemin des","PHOTO EXPRESS, ex COMPTOIRS MODERNES",NULL,"91360","91216","Épinay-sur-Orge","2.33726856765066","48.668425287472"
"IDF9101032","Tourelles, 21 chemin des","JFM AUTO, ex SOUBRIER","Garage","91360","91216","Épinay-sur-Orge","2.33532706042151","48.669333528532"
"IDF9101037","Bas Canal, chemin du","PMC AUTO, ex SOMET (Sté DE METALLISATION ETAMPOISE)","Garage","91150","91223","Étampes","2.16401646755296","48.4295769924628"
"IDF9101038","Bas Canal, chemin du - Lieu-dit ""Bas Canal""","PMC AUTO, ex ALUFON, ex BAZIN","Garage","91150","91223","Étampes","2.1643944015114","48.4296944715162"
"IDF9103170","Vigier, 14 rue","TULLIOT et ARTIGAUD",NULL,"91600","91589","Savigny-sur-Orge","2.34289023710498","48.6763656508294"
"IDF9103186","Gaulle, 6 av. du Général de","CGC (COMPAGNIE GENERALE DE CHAUFFE)","Compagnie de chauffage","91450","91600","Soisy-sur-Seine","2.45683264844176","48.6431560232529"
"IDF9103187","Libération, 23 av. de la (ex n° 47)","AD HOC, ex PORSEC, ex PRATOUSSY","Garage","91450","91600","Soisy-sur-Seine","2.44319943607256","48.6516765809288"
"IDF9103201","Bourgogne, avenue de","ESSOURIAU, Lycée polyvalent de l'","Lycée","91940","91692","Les Ulis","2.16466834488924","48.6760101306303"
"IDF9102187","Gare, 1 avenue de la  (RN 837)","BOUDON M.",NULL,"91720","91359","Maisse","2.39042483002573","48.3913984304778"
"IDF9102191","Grande Rue, 36  (RN 837)","SAINT-LARY Raymond","Station service","91720","91359","Maisse","2.37747897047424","48.3943352852794"
"IDF9102200","Clos du Chêne Rond, lieu-dit le","SCOP TRAVAUX PUBLICS DE L'ESSONNE","Travaux publics","91460","91363","Marcoussis","2.20792933781162","48.6397641996937"
"IDF9103188","République, 74 bd de la","NEON PROGRES","Fabrique d'enseignes","91450","91600","Soisy-sur-Seine","2.44555828013131","48.6504243814575"
"IDF9102195","RN 449 de Malesherbes à Arpajon","IMHOF-BEDCO, ex GERARD","Atelier de travail des métaux","91720","91359","Maisse","2.38097435740603","48.4077775723936"
"IDF9102196","Saint Eloi, chemin de","FULCHIRON INDUSTRIELLE","Carrière","91720","91359","Maisse","2.40868826624652","48.39772797932"
"IDF9102202","CD 3","MARCOUSSIS, commune de","Décharge d'ordures ménagères","91460","91363","Marcoussis","2.18619645152619","48.6427319572813"
"IDF9102203","CD 3","SCHUTZ PRODUCTION, ex SPIE BATIGNOLLES","Fabrique de poches en plastique","91460","91363","Marcoussis","2.18849601623356","48.6588498104011"
"IDF9102192","Libération, 3 boulevard de la","FAUCHER Alain","Décharge de pneumatiques","91720","91359","Maisse","2.37596482120001","48.3919258633479"
"IDF9103190","Warin, 3 rue Eugène (RN 448)","GARAGE DES DONJONS (Ent. CAYE), ex HEROT Louis","Station service, garage","91450","91600","Soisy-sur-Seine","2.44893357928188","48.6485956102557"
"IDF9103196","Rotterdam, 2-4 rue de","CHEM-TREND FRANCE + RINCENT BTP SERVICES","Travaux publics","91250","91617","Tigery","2.54250240149507","48.6438879272468"
"IDF9102206","Autoroute F6 (ex voie express F6)","STPV (Sté de TRAVAUX PUBLICS DE VALENCIENNE)","Travaux publics","91460","91363","Marcoussis","2.1903977819409","48.6491492139886"
"IDF9102207","CGC 3 de Folloville à Orsay, n°19 + CR 18","MATRASUR COMPOSITES, ex TIC","Commerce machines pour matériaux composites et mousse polyuréthane. Anc. Garage, chaudronnerie, DLI","91460","91363","Marcoussis","2.19583095262602","48.6475374234925"
"IDF9102208","Fontaine de Jouvence, ZA de la","CARS D'ORSAY, LES","Transports touristiques","91460","91363","Marcoussis","2.20676214908667","48.6658325401144"
"IDF9102209","RN 104 - La Francilienne","BP FRANCE, ex MOBIL OIL FRANCAISE","Station service","91460","91363","Marcoussis","2.2016921749362","48.638084305822"
"IDF9102214","Nozay, côte de","SMS (SOCIETE DES MATERIAUX DE LA SEINE)","Décharge de déchets industriels banals","91460","91363","Marcoussis","2.1848274742663","48.6422175501538"
"IDF9102220","Salmouille, la - Lot 21 - PK 23.660","BOUYGUES et GUINTOLI","Chantier TGV Atlantique","91460","91363","Marcoussis","2.18551810412873","48.6560851333764"
"IDF9103182","Carrières, 35 rue des","BOSSE R.","Industrie du caoutchouc","91450","91600","Soisy-sur-Seine","2.44624401931166","48.6536970467782"
"IDF9102211","Joly de Bammeville, rue","TECHNIPLAST + LCL (LYOEN - CABANNE - LAPLANCHE)","Fabrique de matières plastiques","91460","91363","Marcoussis","2.2146571640845","48.6628467680288"
"IDF9102212","Dubois, rue ou rue de Monthléry  (RN 446)","DOCKS DE FRANCE (ATAC)","Station service","91460","91363","Marcoussis","2.25253067795285","48.6396532964588"
"IDF9102219","Pasteur, 11 rue","SEIP CUISINIER",NULL,"91460","91363","Marcoussis","2.22917520240347","48.6412072105952"
"IDF9101040","Belles Croix, rue des","THIBAULT Pierre et Fils","Atelier de traitement des métaux","91150","91223","Étampes","2.1354217889229","48.4236216116161"
"IDF9101041","Belles Croix, rue des","REBOUTIER Pierre","Atelier de traitement des métaux","91150","91223","Étampes","2.13445052986869","48.4232511866701"
